Symbol,Name,Country,IPO Year,Volume,Sector,Industry
ECL,Ecolab Inc. Common Stock,United States,,892334,Consumer Discretionary,Package Goods/Cosmetics
ECO,Okeanis Eco Tankers Corp. Common Stock,,,221494,Consumer Discretionary,Marine Transportation
ECOR,electroCore Inc. Common Stock,United States,2018,54710,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ECPG,Encore Capital Group Inc Common Stock,United States,,186496,Finance,Finance Companies
ECVT,Ecovyst Inc. Common Stock,United States,2017,2008612,Industrials,Major Chemicals
ECX,ECARX Holdings Inc. Class A Ordinary shares,China,,2764178,Technology,EDP Services
ECXWW,ECARX Holdings Inc. Warrants,China,,972,Technology,EDP Services
ED,Consolidated Edison Inc. Common Stock,United States,,1845712,Utilities,Power Generation
EDAP,EDAP TMS S.A. American Depositary Shares,France,1997,18090,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EDBL,Edible Garden AG Incorporated Common Stock,United States,2022,305622,Consumer Staples,Farming/Seeds/Milling
EDBLW,Edible Garden AG Incorporated Warrant,United States,2022,51383,Consumer Staples,Farming/Seeds/Milling
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Common Stock,United States,2007,260691,Finance,Finance Companies
EDF,Virtus Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,United States,2010,153557,Finance,Investment Managers
EDHL,Everbright Digital Holding Limited Ordinary Shares,Hong Kong,2025,79729,Consumer Discretionary,Advertising
EDIT,Editas Medicine Inc. Common Stock,United States,2016,866076,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares,Argentina,2007,129310,Utilities,Electric Utilities: Central
EDRY,EuroDry Ltd. Common Shares ,Greece,,1910,Consumer Discretionary,Marine Transportation
EDSA,Edesa Biotech Inc. Common Shares,United States,,11306,Health Care,Biotechnology: Pharmaceutical Preparations
EDTK,Skillful Craftsman Education Technology Limited Ordinary Share,China,2020,1197,Real Estate,Other Consumer Services
EDU,New Oriental Education & Technology Group Inc. Sponsored ADR representing 10 Ordinary Share (Cayman Islands),China,2006,1337067,Real Estate,Other Consumer Services
EDUC,Educational Development Corporation Common Stock,United States,,1322,Consumer Discretionary,Consumer Specialties
EE,Excelerate Energy Inc. Class A Common Stock,United States,2022,285433,Utilities,Oil/Gas Transmission
EEA,The European Equity Fund Inc. Common Stock,United States,,2808,Finance,Trusts Except Educational Religious and Charitable
EEFT,Euronet Worldwide Inc. Common Stock,United States,1997,483476,Finance,Investment Bankers/Brokers/Service
EEIQ,EpicQuest Education Group International Limited Common Stock,United States,2021,4944,Real Estate,Other Consumer Services
EEX,Emerald Holding Inc. Common Stock,United States,2017,96919,Consumer Discretionary,Business Services
EFC,Ellington Financial Inc. Common Stock ,United States,2010,658837,Finance,Real Estate
EFC^A,Ellington Financial Inc. 6.750% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,2304,,
EFC^B,Ellington Financial Inc. 6.250% Series B Fixed-Rate Reset Cumulative Redeemable Preferred Stock,United States,,8686,,
EFC^C,Ellington Financial Inc. 8.625% Series C Fixed-Rate Reset Cumulative Redeemable Preferred Stock,United States,,6208,,
EFC^D,Ellington Financial Inc. 7.00% Series D Cumulative Perpetual Redeemable Preferred Stock,United States,,4,,
EFOI,Energy Focus Inc. Common Stock,United States,,5889,Consumer Discretionary,Building Products
EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,United States,2003,91308,Finance,Trusts Except Educational Religious and Charitable
EFSC,Enterprise Financial Services Corporation Common Stock,United States,,141965,Finance,Major Banks
EFSCP,Enterprise Financial Services Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,,243,Finance,Major Banks
EFSI,Eagle Financial Services Inc Common Stock,United States,,11454,Finance,Major Banks
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,United States,2004,61517,Finance,Finance Companies
EFX,Equifax Inc. Common Stock,United States,,760569,Finance,Finance: Consumer Services
EFXT,Enerflex Ltd Common Shares,Canada,2022,296515,Industrials,Industrial Machinery/Components
EG,Everest Group Ltd. Common Stock,Bermuda,,326391,Finance,Property-Casualty Insurers
EGAN,eGain Corporation Common Stock,United States,1999,56410,Technology,Computer Software: Prepackaged Software
EGBN,Eagle Bancorp Inc. Common Stock,United States,,234329,Finance,Major Banks
EGP,EastGroup Properties Inc. Common Stock,United States,,343464,Real Estate,Real Estate Investment Trusts
EGY,VAALCO Energy Inc.  Common Stock,United States,,807314,Energy,Oil & Gas Production
EH,EHang Holdings Limited ADS,China,2019,773298,Industrials,Aerospace
EHAB,Enhabit Inc. Common Stock,United States,2022,324969,Health Care,Medical/Nursing Services
EHC,Encompass Health Corporation Common Stock,United States,,573478,Health Care,Hospital/Nursing Management
EHGO,Eshallgo Inc. Class A Ordinary Shares,China,2024,23197522,Consumer Discretionary,Diversified Commercial Services
EHI,Western Asset Global High Income Fund Inc Common Stock,United States,2003,62703,Finance,Investment Managers
EHLD,Euroholdings Ltd. Common Stock ,Greece,,7201,Consumer Discretionary,Marine Transportation
EHTH,eHealth Inc. Common Stock,United States,2006,363801,Finance,Specialty Insurers
EIC,Eagle Point Income Company Inc. Common Stock,,2019,992209,Finance,Finance/Investors Services
EICA,Eagle Point Income Company Inc. 5.00% Series A Term Preferred Stock due 2026,,2021,2118,Finance,Finance/Investors Services
EICB,Eagle Point Income Company Inc. 7.75% Series B Term Preferred Stock Due 2028,,,3482,,
EICC,Eagle Point Income Company Inc. 8.00% Series C Term Preferred Stock due 2029,,,7579,,
EIG,Employers Holdings Inc Common Stock,United States,2007,124075,Finance,Property-Casualty Insurers
EIIA,Eagle Point Institutional Income Fund 8.125% Series A Term Preferred Shares Due 2029,,2024,3347,,
EIM,Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,United States,2002,125890,Finance,Finance/Investors Services
EIX,Edison International Common Stock,United States,,4310114,Utilities,Electric Utilities: Central
EJH,E-Home Household Service Holdings Limited Ordinary Shares,China,2021,459958,Consumer Discretionary,Other Consumer Services
EKSO,Ekso Bionics Holdings Inc. Common Stock,United States,,153091,Industrials,Industrial Machinery/Components
EL,Estee Lauder Companies Inc. (The) Common Stock,United States,1995,3080181,Consumer Discretionary,Package Goods/Cosmetics
ELA,Envela Corporation Common Stock,United States,,82100,Consumer Discretionary,Consumer Specialties
ELAB,PMGC Holdings Inc. Common Stock,United States,2023,39090,Health Care,Biotechnology: Pharmaceutical Preparations
ELAN,Elanco Animal Health Incorporated Common Stock,United States,2018,4387511,Health Care,Biotechnology: Pharmaceutical Preparations
ELBM,Electra Battery Materials Corporation Common Stock,Canada,,32121,Miscellaneous,Industrial Machinery/Components
ELC,Entergy Louisiana Inc. Collateral Trust Mortgage Bonds 4.875 % Series due September 1 2066,United States,2016,12365,Utilities,Electric Utilities: Central
ELDN,Eledon Pharmaceuticals Inc. Common Stock,United States,2014,301195,Health Care,Biotechnology: Pharmaceutical Preparations
ELEV,Elevation Oncology Inc. Common stock,United States,2021,506265,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ELF,e.l.f. Beauty Inc. Common Stock,United States,2016,2369963,Consumer Discretionary,Package Goods/Cosmetics
ELLO,Ellomay Capital Ltd Ordinary Shares (Israel),Israel,,1460,Utilities,Electric Utilities: Central
ELMD,Electromed Inc. Common Stock,United States,2011,52392,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ELME,Elme Communities Common Stock,United States,2000,446580,Real Estate,Real Estate Investment Trusts
ELP,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing one Unit consisting one Common Share and four non-voting Class B Preferred Shares),Brazil,2021,291752,Utilities,Electric Utilities: Central
ELPC,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing four (4) Common Shares),Brazil,2023,1032,Utilities,Electric Utilities: Central
ELPW,Elong Power Holding Limited Class A Ordinary Shares,China,,487893,,
ELS,Equity Lifestyle Properties Inc. Common Stock,United States,,1103347,Real Estate,Real Estate Investment Trusts
ELSE,Electro-Sensors Inc. Common Stock,United States,,17882,Industrials,Industrial Machinery/Components
ELTK,Eltek Ltd. Ordinary Shares,Israel,1997,35766,Technology,Electrical Products
ELTX,Elicio Therapeutics Inc. Common Stock,United States,2021,120038,Health Care,Biotechnology: Pharmaceutical Preparations
ELUT,Elutia Inc. Class A Common Stock,United States,2020,8085,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ELV,Elevance Health Inc. Common Stock,United States,,1083821,Health Care,Medical Specialities
ELVA,Electrovaya Inc. Common Shares,Canada,,57089,,
ELVN,Enliven Therapeutics Inc. Common Stock,United States,2020,591000,Health Care,Biotechnology: Pharmaceutical Preparations
ELWS,Earlyworks Co. Ltd. American Depositary Shares,Japan,2023,5203,Technology,EDP Services
EM,Smart Share Global Limited American Depositary Shares,China,2021,54473,Consumer Discretionary,Other Consumer Services
EMA,Emera Incorporated Common Shares,,2025,368032,Utilities,Electric Utilities: Central
EMBC,Embecta Corp. Common Stock,United States,,275993,Health Care,Medical/Dental Instruments
EMCG,Embrace Change Acquisition Corp Ordinary Shares,United States,2022,495,Finance,Blank Checks
EMCGR,Embrace Change Acquisition Corp Rights,United States,2022,700,Finance,Blank Checks
EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock,United States,,116676,Finance,Finance/Investors Services
EME,EMCOR Group Inc. Common Stock,United States,,340406,Industrials,Engineering & Construction
EMF,Templeton Emerging Markets Fund Common Stock,United States,1987,11515,Finance,Finance/Investors Services
EML,Eastern Company (The) Common Stock,United States,,5256,Consumer Discretionary,Industrial Machinery/Components
EMN,Eastman Chemical Company Common Stock,United States,,1590187,Industrials,Major Chemicals
EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,United States,2011,38609,Finance,Investment Managers
EMP,Entergy Mississippi LLC First Mortgage Bonds 4.90% Series Due October 1 2066,United States,2016,15127,Utilities,Electric Utilities: Central
EMR,Emerson Electric Company Common Stock,United States,,2481118,Technology,Consumer Electronics/Appliances
EMX,EMX Royalty Corporation Common Shares (Canada),Canada,,236496,Basic Materials,Metal Mining
ENB,Enbridge Inc Common Stock,Canada,,3838294,Energy,Natural Gas Distribution
ENFY,Enlightify Inc. Common Stock,China,,28831,Industrials,Agricultural Chemicals
ENGN,enGene Holdings Inc. Common Stock,Canada,,66606,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENGNW,enGene Holdings Inc. Warrants,Canada,,1843,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENGS,Energys Group Limited Ordinary Shares,United Kingdom,2025,136043,Industrials,Engineering & Construction
ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock),Chile,2016,1723712,Utilities,Electric Utilities: Central
ENJ,Entergy New Orleans LLC First Mortgage Bonds 5.0% Series due December 1 2052,United States,,2884,Utilities,Power Generation
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,Israel,2023,7387,Utilities,Electric Utilities: Central
ENLV,Enlivex Therapeutics Ltd. Ordinary Shares,Israel,2014,30807,Health Care,Biotechnology: Pharmaceutical Preparations
ENO,Entergy New Orleans LLC First Mortgage Bonds 5.50% Series due April 1 2066,United States,2016,4521,Utilities,Power Generation
ENOV,Enovis Corporation Common Stock,United States,,1492350,Health Care,Industrial Specialties
ENPH,Enphase Energy Inc. Common Stock,United States,2012,4165071,Technology,Semiconductors
ENR,Energizer Holdings Inc. Common Stock,United States,2015,716956,Miscellaneous,Industrial Machinery/Components
ENS,EnerSys Common Stock,United States,2004,444728,Technology,Industrial Machinery/Components
ENSC,Ensysce Biosciences Inc. Common Stock,United States,,3288707,Health Care,Biotechnology: Pharmaceutical Preparations
ENSG,The Ensign Group Inc. Common Stock,United States,2007,326326,Health Care,Hospital/Nursing Management
ENTA,Enanta Pharmaceuticals Inc. Common Stock,United States,2013,141124,Health Care,Biotechnology: Pharmaceutical Preparations
ENTG,Entegris Inc. Common Stock,United States,2000,3324062,Industrials,Plastic Products
ENTO,Entero Therapeutics Inc. Common Stock,United States,2016,221557,Health Care,Biotechnology: Pharmaceutical Preparations
ENTX,Entera Bio Ltd. Ordinary Shares,Israel,2018,31882,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENVA,Enova International Inc. Common Stock,United States,2014,245625,Finance,Finance: Consumer Services
ENVB,Enveric Biosciences Inc. Common Stock,United States,,119654,Health Care,Biotechnology: Pharmaceutical Preparations
ENVX,Enovix Corporation Common Stock,United States,2021,4332650,Miscellaneous,Industrial Machinery/Components
ENX,Eaton Vance New York Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,United States,2002,49029,Finance,Finance/Investors Services
EOD,Allspring Global Dividend Opportunity Fund Common Shares of Beneficial Interest,United States,2007,70211,Finance,Investment Managers
EOG,EOG Resources Inc. Common Stock,United States,,3333912,Energy,Oil & Gas Production
EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,United States,2004,31155,Finance,Finance/Investors Services
EOLS,Evolus Inc. Common Stock,United States,2018,542733,Health Care,Biotechnology: Pharmaceutical Preparations
EONR,EON Resources Inc. Class A Common Stock,,2022,2400069,Energy,Oil & Gas Production
EOS,Eaton Vance Enhance Equity Income Fund II Common Stock,,2005,39256,Finance,Trusts Except Educational Religious and Charitable
EOSE,Eos Energy Enterprises Inc. Class A Common Stock,United States,,18341074,Miscellaneous,Industrial Machinery/Components
EOSEW,Eos Energy Enterprises Inc. Warrant,United States,,77740,Miscellaneous,Industrial Machinery/Components
